stem,root,class,mode,voice,modification,stem_IAST,root_IAST
BAsayizyat,BAs#1,,fut,para,caus,bhāsayiṣyat,bhās#1
BAsayizyamAna,BAs#1,,fut,atma,,bhāsayiṣyamāna,bhās#1
BAsayizyamAna,BAs#1,,fut,atma,caus,bhāsayiṣyamāna,bhās#1
BAsitavat,BAs#1,,past,active,,bhāsitavat,bhās#1
BAsitavat,BAs#1,,past,active,caus,bhāsitavat,bhās#1
BAsita,BAs#1,,past,pass,,bhāsita,bhās#1
BAsita,BAs#1,,past,pass,caus,bhāsita,bhās#1
BAstavya,BAs#1,,fut,pass,,bhāstavya,bhās#1
BAsyat,BA#1,,fut,para,,bhāsyat,bhā#1
BAsyamAna,BAs#1,,pres,pass,,bhāsyamāna,bhās#1
BAsyamAna,BAs#1,,pres,pass,caus,bhāsyamāna,bhās#1
BAsyamAna,BA#1,,fut,atma,,bhāsyamāna,bhā#1
BAsya,BAs#1,,fut,pass,,bhāsya,bhās#1
BAsya,BAs#1,,fut,pass,caus,bhāsya,bhās#1
BikzamAna,Baj,,pres,atma,desid,bhikṣamāna,bhaj
Bikzitavat,Baj,,past,active,desid,bhikṣitavat,bhaj
Bikzita,Baj,,past,pass,desid,bhikṣita,bhaj
BidyamAna,Bid#1,,pres,pass,,bhidyamāna,bhid#1
Bindat,Bid#1,7,pres,para,,bhindat,bhid#1
BindAna,Bid#1,7,pres,atma,,bhindāna,bhid#1
Binnavat,Bid#1,,past,active,,bhinnavat,bhid#1
Binna,Bid#1,,past,pass,,bhinna,bhid#1
BItavat,BI#1,,past,active,,bhītavat,bhī#1
BIta,BI#1,,past,pass,,bhīta,bhī#1
BIyamAna,BI#1,,pres,pass,,bhīyamāna,bhī#1
BIzaRIya,BI#1,,fut,pass,caus,bhīṣaṇīya,bhī#1
BIzayat,BI#1,,pres,para,caus,bhīṣayat,bhī#1
BIzayamAna,BI#1,,pres,atma,caus,bhīṣayamāna,bhī#1
BIzayitavya,BI#1,,fut,pass,caus,bhīṣayitavya,bhī#1
BIzayizyat,BI#1,,fut,para,caus,bhīṣayiṣyat,bhī#1
BIzayizyamAna,BI#1,,fut,atma,,bhīṣayiṣyamāna,bhī#1
BIzayizyamAna,BI#1,,fut,atma,caus,bhīṣayiṣyamāna,bhī#1
BIzitavat,BI#1,,past,active,caus,bhīṣitavat,bhī#1
BIzita,BI#1,,past,pass,caus,bhīṣita,bhī#1
BIzyamAna,BI#1,,pres,pass,caus,bhīṣyamāna,bhī#1
BIzya,BI#1,,fut,pass,caus,bhīṣya,bhī#1
Buktavat,Buj#2,,past,active,,bhuktavat,bhuj#2
Bukta,Buj#2,,past,pass,,bhukta,bhuj#2
Bugnavat,Buj#1,,past,active,,bhugnavat,bhuj#1
Bugna,Buj#1,,past,pass,,bhugna,bhuj#1
Bujat,Buj#1,6,pres,para,,bhujat,bhuj#1
BujyamAna,Buj#1,,pres,pass,,bhujyamāna,bhuj#1
BujyamAna,Buj#2,,pres,pass,,bhujyamāna,bhuj#2
BuYjat,Buj#2,7,pres,para,,bhuñjat,bhuj#2
BuYjAna,Buj#2,7,pres,atma,,bhuñjāna,bhuj#2
BuYjApanIya,Buj#2,,fut,pass,caus,bhuñjāpanīya,bhuj#2
BuYjApayat,Buj#2,,pres,para,caus,bhuñjāpayat,bhuj#2
BuYjApayamAna,Buj#2,,pres,atma,caus,bhuñjāpayamāna,bhuj#2
BuYjApayitavya,Buj#2,,fut,pass,caus,bhuñjāpayitavya,bhuj#2
BuYjApayizyat,Buj#2,,fut,para,caus,bhuñjāpayiṣyat,bhuj#2
BuYjApayizyamAna,Buj#2,,fut,atma,,bhuñjāpayiṣyamāna,bhuj#2
BuYjApayizyamAna,Buj#2,,fut,atma,caus,bhuñjāpayiṣyamāna,bhuj#2
BuYjApitavat,Buj#2,,past,active,caus,bhuñjāpitavat,bhuj#2
BuYjApita,Buj#2,,past,pass,caus,bhuñjāpita,bhuj#2
BuYjApyamAna,Buj#2,,pres,pass,caus,bhuñjāpyamāna,bhuj#2
BuYjApya,Buj#2,,fut,pass,caus,bhuñjāpya,bhuj#2
BUtavat,BU#1,,past,active,,bhūtavat,bhū#1
BUta,BU#1,,past,pass,,bhūta,bhū#1
BUyamAna,BU#1,,pres,pass,,bhūyamāna,bhū#1
BUzaRIya,BUz,,fut,pass,caus,bhūṣaṇīya,bhūṣ
BUzat,BUz,1,pres,para,,bhūṣat,bhūṣ
BUzamAna,BUz,1,pres,atma,,bhūṣamāna,bhūṣ
BUzayat,BUz,,pres,para,caus,bhūṣayat,bhūṣ
BUzayamAna,BUz,,pres,atma,caus,bhūṣayamāna,bhūṣ
BUzayitavya,BUz,,fut,pass,caus,bhūṣayitavya,bhūṣ
BUzayizyat,BUz,,fut,para,caus,bhūṣayiṣyat,bhūṣ
BUzayizyamAna,BUz,,fut,atma,,bhūṣayiṣyamāna,bhūṣ
BUzayizyamAna,BUz,,fut,atma,caus,bhūṣayiṣyamāna,bhūṣ
BUzitavat,BUz,,past,active,,bhūṣitavat,bhūṣ
BUzitavat,BUz,,past,active,caus,bhūṣitavat,bhūṣ
BUzita,BUz,,past,pass,,bhūṣita,bhūṣ
BUzita,BUz,,past,pass,caus,bhūṣita,bhūṣ
BUzyamAna,BUz,,pres,pass,,bhūṣyamāna,bhūṣ
BUzyamAna,BUz,,pres,pass,caus,bhūṣyamāna,bhūṣ
BUzya,BUz,,fut,pass,,bhūṣya,bhūṣ
BUzya,BUz,,fut,pass,caus,bhūṣya,bhūṣ
Bfjjat,Bfjj,6,pres,para,,bhṛjjat,bhṛjj
BfjjamAna,Bfjj,6,pres,atma,,bhṛjjamāna,bhṛjj
BfjjyamAna,Bfjj,,pres,pass,,bhṛjjyamāna,bhṛjj
Bfjjya,Bfjj,,fut,pass,,bhṛjjya,bhṛjj
Bftavat,Bf,,past,active,,bhṛtavat,bhṛ
Bfta,Bf,,past,pass,,bhṛta,bhṛ
Bftya,Bf,,fut,pass,,bhṛtya,bhṛ
Bfzwavat,Bfjj,,past,active,,bhṛṣṭavat,bhṛjj
Bfzwa,Bfjj,,past,pass,,bhṛṣṭa,bhṛjj
BejAna,Baj,,perf,atma,,bhejāna,bhaj
Bejivas,Baj,,perf,para,,bhejivas,bhaj
Betavya,BI#1,,fut,pass,,bhetavya,bhī#1
Bettavya,Bid#1,,fut,pass,,bhettavya,bhid#1
Betsyat,Bid#1,,fut,para,,bhetsyat,bhid#1
BetsyamAna,Bid#1,,fut,atma,,bhetsyamāna,bhid#1
BedanIya,Bid#1,,fut,pass,,bhedanīya,bhid#1
Bedya,Bid#1,,fut,pass,,bhedya,bhid#1
Beya,BA#1,,fut,pass,,bheya,bhā#1
Beya,BI#1,,fut,pass,,bheya,bhī#1
Bezyat,BI#1,,fut,para,,bheṣyat,bhī#1
BezyamAna,BI#1,,fut,atma,,bheṣyamāna,bhī#1
Boktavya,Buj#1,,fut,pass,,bhoktavya,bhuj#1
Boktavya,Buj#2,,fut,pass,,bhoktavya,bhuj#2
Bokzyat,Buj#1,,fut,para,,bhokṣyat,bhuj#1
Bokzyat,Buj#2,,fut,para,,bhokṣyat,bhuj#2
Bokzyat,BUz,,fut,para,,bhokṣyat,bhūṣ
BokzyamAna,Buj#2,,fut,atma,,bhokṣyamāna,bhuj#2
BokzyamAna,BUz,,fut,atma,,bhokṣyamāna,bhūṣ
BojanIya,Buj#1,,fut,pass,,bhojanīya,bhuj#1
BojanIya,Buj#2,,fut,pass,,bhojanīya,bhuj#2
BojanIya,Buj#2,,fut,pass,caus,bhojanīya,bhuj#2
Bojayat,Buj#2,,pres,para,caus,bhojayat,bhuj#2
BojayamAna,Buj#2,,pres,atma,caus,bhojayamāna,bhuj#2
Bojayitavya,Buj#2,,fut,pass,caus,bhojayitavya,bhuj#2
Bojayizyat,Buj#2,,fut,para,caus,bhojayiṣyat,bhuj#2
BojayizyamAna,Buj#2,,fut,atma,,bhojayiṣyamāna,bhuj#2
BojayizyamAna,Buj#2,,fut,atma,caus,bhojayiṣyamāna,bhuj#2
Bojitavat,Buj#2,,past,active,caus,bhojitavat,bhuj#2
Bojita,Buj#2,,past,pass,caus,bhojita,bhuj#2
BojyamAna,Buj#2,,pres,pass,caus,bhojyamāna,bhuj#2
Bojya,Buj#1,,fut,pass,,bhojya,bhuj#1
Bojya,Buj#2,,fut,pass,,bhojya,bhuj#2
Bojya,Buj#2,,fut,pass,caus,bhojya,bhuj#2
Botsyat,buD#1,,fut,para,,bhotsyat,budh#1
BotsyamAna,buD#1,,fut,atma,,bhotsyamāna,budh#1
Boya,BU#1,,fut,pass,,bhoya,bhū#1
BozaRIya,BUz,,fut,pass,,bhoṣaṇīya,bhūṣ
Bozwavya,BUz,,fut,pass,,bhoṣṭavya,bhūṣ
BraMkzyat,BraMS,,fut,para,,bhraṃkṣyat,bhraṃś
BraMkzyamAna,BraMS,,fut,atma,,bhraṃkṣyamāna,bhraṃś
BraMSat,BraMS,1,pres,para,,bhraṃśat,bhraṃś
BraMSanIya,BraMS,,fut,pass,,bhraṃśanīya,bhraṃś
BraMSanIya,BraMS,,fut,pass,caus,bhraṃśanīya,bhraṃś
BraMSamAna,BraMS,1,pres,atma,,bhraṃśamāna,bhraṃś
BraMSayat,BraMS,,pres,para,caus,bhraṃśayat,bhraṃś
BraMSayamAna,BraMS,,pres,atma,caus,bhraṃśayamāna,bhraṃś
BraMSayitavya,BraMS,,fut,pass,caus,bhraṃśayitavya,bhraṃś
BraMSayizyat,BraMS,,fut,para,caus,bhraṃśayiṣyat,bhraṃś
BraMSayizyamAna,BraMS,,fut,atma,,bhraṃśayiṣyamāna,bhraṃś
BraMSayizyamAna,BraMS,,fut,atma,caus,bhraṃśayiṣyamāna,bhraṃś
BraMSitavat,BraMS,,past,active,caus,bhraṃśitavat,bhraṃś
BraMSita,BraMS,,past,pass,caus,bhraṃśita,bhraṃś
BraMSyamAna,BraMS,,pres,pass,caus,bhraṃśyamāna,bhraṃś
BraMSya,BraMS,,fut,pass,,bhraṃśya,bhraṃś
BraMSya,BraMS,,fut,pass,caus,bhraṃśya,bhraṃś
BraMzwavya,BraMS,,fut,pass,,bhraṃṣṭavya,bhraṃś
BraMsyat,Bram,,fut,para,,bhraṃsyat,bhram
BraMsyamAna,Bram,,fut,atma,,bhraṃsyamāna,bhram
Brakzyat,Bfjj,,fut,para,,bhrakṣyat,bhṛjj
BrakzyamAna,Bfjj,,fut,atma,,bhrakṣyamāna,bhṛjj
Brantavya,Bram,,fut,pass,,bhrantavya,bhram
BramaRIya,Bram,,fut,pass,,bhramaṇīya,bhram
Bramat,Bram,1,pres,para,,bhramat,bhram
BramamAna,Bram,1,pres,atma,,bhramamāna,bhram
BramyamAna,Bram,,pres,pass,,bhramyamāna,bhram
Bramya,Bram,,fut,pass,,bhramya,bhram
BraSyat,BraMS,4,pres,para,,bhraśyat,bhraṃś
BraSyamAna,BraMS,4,pres,atma,,bhraśyamāna,bhraṃś
BraSyamAna,BraMS,,pres,pass,,bhraśyamāna,bhraṃś
Brazwavat,BraMS,,past,active,,bhraṣṭavat,bhraṃś
Brazwavya,Bfjj,,fut,pass,,bhraṣṭavya,bhṛjj
Brazwa,BraMS,,past,pass,,bhraṣṭa,bhraṃś
BrAkzyat,BrAj,,fut,para,,bhrākṣyat,bhrāj
BrAkzyamAna,BrAj,,fut,atma,,bhrākṣyamāna,bhrāj
BrAjat,BrAj,1,pres,para,,bhrājat,bhrāj
BrAjanIya,BrAj,,fut,pass,,bhrājanīya,bhrāj
BrAjanIya,BrAj,,fut,pass,caus,bhrājanīya,bhrāj
BrAjamAna,BrAj,1,pres,atma,,bhrājamāna,bhrāj
BrAjayat,BrAj,,pres,para,caus,bhrājayat,bhrāj
BrAjayamAna,BrAj,,pres,atma,caus,bhrājayamāna,bhrāj
BrAjayitavya,BrAj,,fut,pass,caus,bhrājayitavya,bhrāj
BrAjayizyat,BrAj,,fut,para,caus,bhrājayiṣyat,bhrāj
BrAjayizyamAna,BrAj,,fut,atma,,bhrājayiṣyamāna,bhrāj
BrAjayizyamAna,BrAj,,fut,atma,caus,bhrājayiṣyamāna,bhrāj
BrAjitavat,BrAj,,past,active,caus,bhrājitavat,bhrāj
BrAjita,BrAj,,past,pass,caus,bhrājita,bhrāj
BrAjyamAna,BrAj,,pres,pass,,bhrājyamāna,bhrāj
BrAjyamAna,BrAj,,pres,pass,caus,bhrājyamāna,bhrāj
BrAjya,BrAj,,fut,pass,,bhrājya,bhrāj
BrAjya,BrAj,,fut,pass,caus,bhrājya,bhrāj
BrAntavat,Bram,,past,active,,bhrāntavat,bhram
BrAnta,Bram,,past,pass,,bhrānta,bhram
BrAmaRIya,Bram,,fut,pass,caus,bhrāmaṇīya,bhram
BrAmayat,Bram,,pres,para,caus,bhrāmayat,bhram
BrAmayamAna,Bram,,pres,atma,caus,bhrāmayamāna,bhram
BrAmayitavya,Bram,,fut,pass,caus,bhrāmayitavya,bhram
BrAmayizyat,Bram,,fut,para,caus,bhrāmayiṣyat,bhram
BrAmayizyamAna,Bram,,fut,atma,,bhrāmayiṣyamāna,bhram
BrAmayizyamAna,Bram,,fut,atma,caus,bhrāmayiṣyamāna,bhram
BrAmitavat,Bram,,past,active,caus,bhrāmitavat,bhram
BrAmita,Bram,,past,pass,caus,bhrāmita,bhram
BrAmyat,Bram,4,pres,para,,bhrāmyat,bhram
BrAmyamAna,Bram,4,pres,atma,,bhrāmyamāna,bhram
BrAmyamAna,Bram,,pres,pass,caus,bhrāmyamāna,bhram
BrAmya,Bram,,fut,pass,caus,bhrāmya,bhram
BrAzwavat,BrAj,,past,active,,bhrāṣṭavat,bhrāj
BrAzwavya,BrAj,,fut,pass,,bhrāṣṭavya,bhrāj
BrAzwa,BrAj,,past,pass,,bhrāṣṭa,bhrāj
BriyamAna,Bf,,pres,pass,,bhriyamāna,bhṛ
maMkzyamAna,maMh,,fut,atma,,maṃkṣyamāna,maṃh
maMQavya,maMh,,fut,pass,,maṃḍhavya,maṃh
maMsyat,man,,fut,para,,maṃsyat,man
maMsyamAna,man,,fut,atma,,maṃsyamāna,man
maMhanIya,maMh,,fut,pass,,maṃhanīya,maṃh
maMhanIya,maMh,,fut,pass,caus,maṃhanīya,maṃh
maMhamAna,maMh,1,pres,atma,,maṃhamāna,maṃh
maMhayat,maMh,,pres,para,caus,maṃhayat,maṃh
maMhayamAna,maMh,,pres,atma,caus,maṃhayamāna,maṃh
maMhayitavya,maMh,,fut,pass,caus,maṃhayitavya,maṃh
maMhayizyat,maMh,,fut,para,caus,maṃhayiṣyat,maṃh
maMhayizyamAna,maMh,,fut,atma,,maṃhayiṣyamāna,maṃh
maMhayizyamAna,maMh,,fut,atma,caus,maṃhayiṣyamāna,maṃh
maMhitavat,maMh,,past,active,caus,maṃhitavat,maṃh
maMhita,maMh,,past,pass,caus,maṃhita,maṃh
maMhyamAna,maMh,,pres,pass,caus,maṃhyamāna,maṃh
maMhya,maMh,,fut,pass,,maṃhya,maṃh
maMhya,maMh,,fut,pass,caus,maṃhya,maṃh
makzyat,mah,,fut,para,,makṣyat,mah
makzyamAna,mah,,fut,atma,,makṣyamāna,mah
magnavat,majj,,past,active,,magnavat,majj
magna,majj,,past,pass,,magna,majj
maNktavya,majj,,fut,pass,,maṅktavya,majj
maNkzyat,majj,,fut,para,,maṅkṣyat,majj
maNkzyamAna,majj,,fut,atma,,maṅkṣyamāna,majj
majjat,majj,6,pres,para,,majjat,majj
majjanIya,majj,,fut,pass,,majjanīya,majj
majjanIya,majj,,fut,pass,caus,majjanīya,majj
majjamAna,majj,6,pres,atma,,majjamāna,majj
majjayat,majj,,pres,para,caus,majjayat,majj
majjayamAna,majj,,pres,atma,caus,majjayamāna,majj
majjayitavya,majj,,fut,pass,caus,majjayitavya,majj
majjayizyat,majj,,fut,para,caus,majjayiṣyat,majj
majjayizyamAna,majj,,fut,atma,,majjayiṣyamāna,majj
majjayizyamAna,majj,,fut,atma,caus,majjayiṣyamāna,majj
majjitavat,majj,,past,active,caus,majjitavat,majj
majjitavya,majj,,fut,pass,,majjitavya,majj
majjita,majj,,past,pass,caus,majjita,majj
majjizyat,majj,,fut,para,,majjiṣyat,majj
majjizyamAna,majj,,fut,atma,,majjiṣyamāna,majj
majjyamAna,majj,,pres,pass,,majjyamāna,majj
majjyamAna,majj,,pres,pass,caus,majjyamāna,majj
majjya,majj,,fut,pass,,majjya,majj
majjya,majj,,fut,pass,caus,majjya,majj
maRwwavya,maRq,,fut,pass,,maṇṭṭavya,maṇḍ
maRqat,maRq,1,pres,para,,maṇḍat,maṇḍ
maRqanIya,maRq,,fut,pass,,maṇḍanīya,maṇḍ
maRqanIya,maRq,,fut,pass,caus,maṇḍanīya,maṇḍ
maRqamAna,maRq,1,pres,atma,,maṇḍamāna,maṇḍ
maRqayat,maRq,,pres,para,caus,maṇḍayat,maṇḍ
maRqayamAna,maRq,,pres,atma,caus,maṇḍayamāna,maṇḍ
maRqayitavya,maRq,,fut,pass,caus,maṇḍayitavya,maṇḍ
maRqayizyat,maRq,,fut,para,caus,maṇḍayiṣyat,maṇḍ
maRqayizyamAna,maRq,,fut,atma,,maṇḍayiṣyamāna,maṇḍ
maRqayizyamAna,maRq,,fut,atma,caus,maṇḍayiṣyamāna,maṇḍ
maRqitavat,maRq,,past,active,,maṇḍitavat,maṇḍ
maRqitavat,maRq,,past,active,caus,maṇḍitavat,maṇḍ
maRqita,maRq,,past,pass,,maṇḍita,maṇḍ
maRqita,maRq,,past,pass,caus,maṇḍita,maṇḍ
maRqyamAna,maRq,,pres,pass,,maṇḍyamāna,maṇḍ
maRqyamAna,maRq,,pres,pass,caus,maṇḍyamāna,maṇḍ
maRqya,maRq,,fut,pass,,maṇḍya,maṇḍ
maRqya,maRq,,fut,pass,caus,maṇḍya,maṇḍ
maRqsyat,maRq,,fut,para,,maṇḍsyat,maṇḍ
maRqsyamAna,maRq,,fut,atma,,maṇḍsyamāna,maṇḍ
matavat,man,,past,active,,matavat,man
mata,man,,past,pass,,mata,man
mattavat,mad#1,,past,active,,mattavat,mad#1
matta,mad#1,,past,pass,,matta,mad#1
maTat,manT,1,pres,para,,mathat,manth
maTamAna,manT,1,pres,atma,,mathamāna,manth
maTitavat,manT,,past,active,,mathitavat,manth
maTita,manT,,past,pass,,mathita,manth
maTyamAna,manT,,pres,pass,,mathyamāna,manth
madanIya,mad#1,,fut,pass,,madanīya,mad#1
madanIya,mad#1,,fut,pass,caus,madanīya,mad#1
madayat,mad#1,,pres,para,caus,madayat,mad#1
madayamAna,mad#1,,pres,atma,caus,madayamāna,mad#1
madayitavya,mad#1,,fut,pass,caus,madayitavya,mad#1
madayizyat,mad#1,,fut,para,caus,madayiṣyat,mad#1
madayizyamAna,mad#1,,fut,atma,,madayiṣyamāna,mad#1
madayizyamAna,mad#1,,fut,atma,caus,madayiṣyamāna,mad#1
maditavat,mad#1,,past,active,caus,maditavat,mad#1
maditavya,mad#1,,fut,pass,,maditavya,mad#1
madita,mad#1,,past,pass,caus,madita,mad#1
madizyat,mad#1,,fut,para,,madiṣyat,mad#1
madizyamAna,mad#1,,fut,atma,,madiṣyamāna,mad#1
madyamAna,mad#1,,pres,pass,,madyamāna,mad#1
madyamAna,mad#1,,pres,pass,caus,madyamāna,mad#1
madya,mad#1,,fut,pass,,madya,mad#1
madya,mad#1,,fut,pass,caus,madya,mad#1
manat,mnA,1,pres,para,,manat,mnā
mananIya,man,,fut,pass,,mananīya,man
manamAna,mnA,1,pres,atma,,manamāna,mnā
manitavya,man,,fut,pass,,manitavya,man
manizyat,man,,fut,para,,maniṣyat,man
manizyamAna,man,,fut,atma,,maniṣyamāna,man
mantavya,man,,fut,pass,,mantavya,man
mantTavya,manT,,fut,pass,,mantthavya,manth
mantraRIya,mantr,,fut,pass,,mantraṇīya,mantr
mantrayat,mantr,10,pres,para,,mantrayat,mantr
mantrayamAna,mantr,10,pres,atma,,mantrayamāna,mantr
mantrayitavya,mantr,,fut,pass,,mantrayitavya,mantr
mantrayizyat,mantr,,fut,para,,mantrayiṣyat,mantr
mantrayizyamAna,mantr,,fut,atma,,mantrayiṣyamāna,mantr
mantritavat,mantr,,past,active,,mantritavat,mantr
mantrita,mantr,,past,pass,,mantrita,mantr
mantryamAna,mantr,,pres,pass,,mantryamāna,mantr
mantrya,mantr,,fut,pass,,mantrya,mantr
mantsyat,manT,,fut,para,,mantsyat,manth
mantsyamAna,manT,,fut,atma,,mantsyamāna,manth
manTat,manT,1,pres,para,,manthat,manth
manTanIya,manT,,fut,pass,,manthanīya,manth
manTamAna,manT,1,pres,atma,,manthamāna,manth
manTya,manT,,fut,pass,,manthya,manth
mandat,mand#1,1,pres,para,,mandat,mand#1
mandanIya,mand#1,,fut,pass,,mandanīya,mand#1
mandanIya,mand#1,,fut,pass,caus,mandanīya,mand#1
mandamAna,mand#1,1,pres,atma,,mandamāna,mand#1
mandayat,mand#1,,pres,para,caus,mandayat,mand#1
mandayamAna,mand#1,,pres,atma,caus,mandayamāna,mand#1
mandayitavya,mand#1,,fut,pass,caus,mandayitavya,mand#1
mandayizyat,mand#1,,fut,para,caus,mandayiṣyat,mand#1
mandayizyamAna,mand#1,,fut,atma,,mandayiṣyamāna,mand#1
mandayizyamAna,mand#1,,fut,atma,caus,mandayiṣyamāna,mand#1
manditavat,mand#1,,past,active,,manditavat,mand#1
manditavat,mand#1,,past,active,caus,manditavat,mand#1
manditavya,mand#1,,fut,pass,,manditavya,mand#1
mandita,mand#1,,past,pass,,mandita,mand#1
mandita,mand#1,,past,pass,caus,mandita,mand#1
mandizyat,mand#1,,fut,para,,mandiṣyat,mand#1
mandizyamAna,mand#1,,fut,atma,,mandiṣyamāna,mand#1
mandyamAna,mand#1,,pres,pass,,mandyamāna,mand#1
mandyamAna,mand#1,,pres,pass,caus,mandyamāna,mand#1
mandya,mand#1,,fut,pass,,mandya,mand#1
mandya,mand#1,,fut,pass,caus,mandya,mand#1
manyat,man,4,pres,para,,manyat,man
manyamAna,man,4,pres,atma,,manyamāna,man
manyamAna,man,,pres,pass,,manyamāna,man
manya,man,,fut,pass,,manya,man
manvAna,man,5,pres,atma,,manvāna,man
mamAna,mA#1,,perf,atma,,mamāna,mā#1
mamAna,mA#4,,perf,atma,,mamāna,mā#4
mamArgARa,mArg,,perf,atma,,mamārgāṇa,mārg
mamArgvas,mArg,,perf,para,,mamārgvas,mārg
mamAlAna,mAl,,perf,atma,,mamālāna,māl
mamAlyaguRAna,mAlyaguR,,perf,atma,,mamālyaguṇāna,mālyaguṇ
mamAlyaguRvas,mAlyaguR,,perf,para,,mamālyaguṇvas,mālyaguṇ
mamAlvas,mAl,,perf,para,,mamālvas,māl
mamivas,mA#1,,perf,para,,mamivas,mā#1
mamivas,mA#4,,perf,para,,mamivas,mā#4
mamfgARa,mfg,,perf,atma,,mamṛgāṇa,mṛg
mamfgvas,mfg,,perf,para,,mamṛgvas,mṛg
mamfjAna,mfj,,perf,atma,,mamṛjāna,mṛj
mamfjvas,mfj,,perf,para,,mamṛjvas,mṛj
mamfqAna,mfq,,perf,atma,,mamṛḍāna,mṛḍ
mamfqvas,mfq,,perf,para,,mamṛḍvas,mṛḍ
mamfdAna,mfd#1,,perf,atma,,mamṛdāna,mṛd#1
mamfdvas,mfd#1,,perf,para,,mamṛdvas,mṛd#1
mamfDAna,mfD,,perf,atma,,mamṛdhāna,mṛdh
mamfDvas,mfD,,perf,para,,mamṛdhvas,mṛdh
mamfvas,mf,,perf,para,,mamṛvas,mṛ
mamfSAna,mfS,,perf,atma,,mamṛśāna,mṛś
mamfSvas,mfS,,perf,para,,mamṛśvas,mṛś
mamfzARa,mfz,,perf,atma,,mamṛṣāṇa,mṛṣ
mamfzvas,mfz,,perf,para,,mamṛṣvas,mṛṣ
mamokzARa,mokz,,perf,atma,,mamokṣāṇa,mokṣ
mamokzvas,mokz,,perf,para,,mamokṣvas,mokṣ
mamnAna,mnA,,perf,atma,,mamnāna,mnā
mamnivas,mnA,,perf,para,,mamnivas,mnā
mamrARa,mf,,perf,atma,,mamrāṇa,mṛ
mamlAna,mlA,,perf,atma,,mamlāna,mlā
mamlivas,mlA,,perf,para,,mamlivas,mlā
mayat,mA#4,1,pres,para,,mayat,mā#4
mayanIya,mi,,fut,pass,,mayanīya,mi
mayanIya,mI,,fut,pass,,mayanīya,mī
mayamAna,mA#4,1,pres,atma,,mayamāna,mā#4
mayIhAna,mahI#2,,perf,atma,,mayīhāna,mahī#2
mayIhvas,mahI#2,,perf,para,,mayīhvas,mahī#2
maraRIya,mf,,fut,pass,,maraṇīya,mṛ
marizyat,mf,,fut,para,,mariṣyat,mṛ
marizyamAna,mf,,fut,atma,,mariṣyamāna,mṛ
marImarat,mf,,pres,para,intens,marīmarat,mṛ
markzyat,mfS,,fut,para,,markṣyat,mṛś
markzyat,mfz,,fut,para,,markṣyat,mṛṣ
markzyamAna,mfS,,fut,atma,,markṣyamāna,mṛś
markzyamAna,mfz,,fut,atma,,markṣyamāna,mṛṣ
margaRIya,mfg,,fut,pass,,margaṇīya,mṛg
marwwavya,mfq,,fut,pass,,marṭṭavya,mṛḍ
marqanIya,mfq,,fut,pass,,marḍanīya,mṛḍ
marqsyat,mfq,,fut,para,,marḍsyat,mṛḍ
marqsyamAna,mfq,,fut,atma,,marḍsyamāna,mṛḍ
martavya,mf,,fut,pass,,martavya,mṛ
marttavya,mfd#1,,fut,pass,,marttavya,mṛd#1
martsyat,mfd#1,,fut,para,,martsyat,mṛd#1
martsyat,mfD,,fut,para,,martsyat,mṛdh
martsyamAna,mfd#1,,fut,atma,,martsyamāna,mṛd#1
martsyamAna,mfD,,fut,atma,,martsyamāna,mṛdh
mardat,mfd#1,1,pres,para,,mardat,mṛd#1
mardanIya,mfd#1,,fut,pass,,mardanīya,mṛd#1
mardanIya,mfd#1,,fut,pass,caus,mardanīya,mṛd#1
mardamAna,mfd#1,1,pres,atma,,mardamāna,mṛd#1
mardayat,mfd#1,,pres,para,caus,mardayat,mṛd#1
mardayamAna,mfd#1,,pres,atma,caus,mardayamāna,mṛd#1
mardayitavya,mfd#1,,fut,pass,caus,mardayitavya,mṛd#1
mardayizyat,mfd#1,,fut,para,caus,mardayiṣyat,mṛd#1
mardayizyamAna,mfd#1,,fut,atma,,mardayiṣyamāna,mṛd#1
mardayizyamAna,mfd#1,,fut,atma,caus,mardayiṣyamāna,mṛd#1
marditavat,mfd#1,,past,active,caus,marditavat,mṛd#1
mardita,mfd#1,,past,pass,caus,mardita,mṛd#1
mardDavya,mfD,,fut,pass,,marddhavya,mṛdh
mardyamAna,mfd#1,,pres,pass,caus,mardyamāna,mṛd#1
mardya,mfd#1,,fut,pass,caus,mardya,mṛd#1
marDat,mfD,1,pres,para,,mardhat,mṛdh
marDanIya,mfD,,fut,pass,,mardhanīya,mṛdh
marDamAna,mfD,1,pres,atma,,mardhamāna,mṛdh
marmfjyamAna,mfj,,pres,atma,intens,marmṛjyamāna,mṛj
marSanIya,mfS,,fut,pass,,marśanīya,mṛś
marzaRIya,mfz,,fut,pass,,marṣaṇīya,mṛṣ
marzaRIya,mfz,,fut,pass,caus,marṣaṇīya,mṛṣ
marzayat,mfz,,pres,para,caus,marṣayat,mṛṣ
marzayamAna,mfz,,pres,atma,caus,marṣayamāna,mṛṣ
marzayitavya,mfz,,fut,pass,caus,marṣayitavya,mṛṣ
marzayizyat,mfz,,fut,para,caus,marṣayiṣyat,mṛṣ
marzayizyamAna,mfz,,fut,atma,,marṣayiṣyamāna,mṛṣ
marzayizyamAna,mfz,,fut,atma,caus,marṣayiṣyamāna,mṛṣ
marzitavat,mfz,,past,active,caus,marṣitavat,mṛṣ
marzita,mfz,,past,pass,caus,marṣita,mṛṣ
